Chapter,Verse,King Fahd,Kemenag,Google Translator,Fahd - Google,Kemenag - Google,Fahd - Kemenag
9,23,"Hai orang-orang beriman, janganlah kamu jadikan bapak-bapak dan saudara-saudaramu, pemimpin-pemimpinmu, jika mereka lebih mengutamakan kekafiran atas keimanan dan siapa di antara kamu yang menjadikan mereka pemimpin-pemimpinmu, maka mereka itulah orang-orang yang zalim.","Wahai orang-orang yang beriman! Janganlah kamu jadikan bapak-bapakmu dan saudara-saudaramu sebagai pelindung, jika mereka lebih menyukai kekafiran daripada keimanan. Barang siapa di antara kamu yang menjadikan mereka pelindung, maka mereka itulah orang-orang yang zalim.","O, mereka yang percaya, tidak mengambil kebaikan Anda, dan saudara -saudaramu diucapkan. Mereka siapa kamu?",0.54921985,0.5836494,0.8525026
9,24,"Katakanlah, ""jika bapak-bapak, anak-anak, saudara-saudara, istri-istri, kaum keluargamu, harta kekayaan yang kamu usahakan, perniagaan yang kamu khawatirkan kerugiannya, dan rumah-rumah tempat tinggal yang kamu sukai, adalah lebih kamu cintai dari pada Allah dan rasul-Nya dan dari berjihad di jalan-Nya, maka tunggulah sampai Allah mendatangkan keputusan-Nya"".  Dan Allah tidak memberi petunjuk kepada orang-orang yang fasik.","Katakanlah, ""Jika bapak-bapakmu, anak-anakmu, saudara-saudaramu, istri-istrimu, keluargamu, harta kekayaan yang kamu usahakan, perdagangan yang kamu khawatirkan kerugiannya, dan rumah-rumah tempat tinggal yang kamu sukai, lebih kamu cintai dari pada Allah dan rasul-Nya serta berjihad di jalan-Nya, maka tunggulah sampai Allah memberikan keputusan-Nya."" Dan Allah tidak memberi petunjuk kepada orang-orang fasik.","Say: If your father, your sons, your brothers, your elderly, your adults, your shame, and your mourners, and the people of you, are the ones who have been blessed with you And they are satisfied with her, I love you from God and His Messenger, and a hardship in his path, so they will be luked until he comes to God The people of the people",0.46092916,0.49300557,0.9648661
9,25,"Sesungguhnya Allah telah menolong kamu (hai para mukminin) di medan peperangan yang banyak, dan (ingatlah) peperangan ῌunayn, yaitu diwaktu kamu menjadi congkak karena banyaknya jumlah(mu), maka jumlah yang banyak itu tidak memberi manfaat kepadamu sedikit pun, dan bumi yang luas itu telah terasa sempit olehmu, kemudian kamu lari kebelakang dengan bercerai-berai.","Sungguh, Allah telah menolong kamu (mukminin) di banyak medan perang, dan (ingatlah) Perang Hunain, ketika jumlahmu yang besar itu membanggakan kamu, tetapi (jumlah yang banyak itu) sama sekali tidak berguna bagimu, dan bumi yang luas itu terasa sempit bagimu, kemudian kamu berbalik ke belakang dan lari tunggang langgang.","Tuhan telah memberi Anda banyak luas ۙ dan pada hari dua ۙ ketika saya mengagumi Anda, banyak dari Anda yang disambut dan kemudian Anda berdua",0.4776342,0.44348842,0.7916283
9,26,"Kemudian Allah menurunkan ketenangan kepada rasul-Nya dan kepada orang-orang yang beriman, dan Allah menurunkan bala tentara yang kamu tiada melihatnya, dan Allah menimpakan bencana kepada orang-orang yang kafir, dan demikianlah pembalasan kepada orang-orang yang kafir.","Kemudian Allah menurunkan ketenangan kepada Rasul-Nya dan kepada orang-orang yang beriman, dan Dia menurunkan bala tentara (para malaikat) yang tidak terlihat olehmu, dan Dia menimpakan azab kepada orang-orang kafir. Itulah balasan bagi orang-orang yang kafir.","Kemudian Tuhan mengungkapkan ketukan -Nya pada utusan -Nya, dan untuk orang -orang percaya, dan dia turun crane, dan Anda tidak melihat mereka, dan ia disiksa oleh mereka yang ada. Mereka yang dimaafkan",0.52896786,0.5372144,0.83928585
9,27,"Sesudah itu, Allah menerima tobat dari orang-orang yang dikehendaki-Nya.  Allah Maha Pengampun lagi Maha Penyayang.","Setelah itu Allah menerima tobat orang yang Dia kehendaki. Allah Maha Pengampun, Maha Penyayang.","Kemudian Tuhan bertobat setelah itu, bagi mereka yang mau",0.59161365,0.6474968,0.9283408
9,28,"Hai orang-orang yang beriman, sesungguhnya orang-orang yang musyrik itu najis, maka janganlah mereka mendekati Masjidil Haram sesudah tahun ini.  Dan jika kamu khawatir menjadi miskin, maka Allah nanti akan memberikan kekayaan kepadamu dari karunia-Nya, jika Dia menghendaki.  Sesungguhnya Allah Maha Mengetahui lagi Maha Bijaksana.","Wahai orang-orang yang beriman! Sesungguhnya orang-orang musyrik itu najis (kotor jiwa), karena itu janganlah mereka mendekati Masjidilharam setelah tahun ini. Dan jika kamu khawatir menjadi miskin (karena orang kafir tidak datang), maka Allah nanti akan memberikan kekayaan kepadamu dari karunia-Nya, jika Dia menghendaki. Sesungguhnya Allah Maha Mengetahui, Mahabijaksana.","O, mereka yang aman, tetapi mitra itu najis, sehingga mereka tidak mendekati masjid, yang terlarang, setelah tahun itu. Jadi, Tuhan memperkaya Anda dari kasih karunia -Nya, karena Tuhan, karena Tuhan adalah pengetahuan yang bijak",0.53760684,0.51657736,0.9421475
9,29,"Perangilah orang-orang yang tidak beriman kepada Allah dan tidak (pula) kepada hari kemudian, dan mereka tidak mengharamkan apa yang telah diharamkan oleh Allah dan rasul-Nya dan tidak beragama dengan agama yang benar (agama Allah), (yaitu orang-orang) yang diberikan Alkitab kepada mereka, sampai mereka membayar jizyah dengan patuh sedang mereka dalam keadaan tunduk.","Perangilah orang-orang yang tidak beriman kepada Allah dan hari kemudian, mereka yang tidak mengharamkan apa yang telah diharamkan Allah dan Rasul-Nya dan mereka yang tidak beragama dengan agama yang benar (agama Allah), (yaitu orang-orang) yang telah diberikan Kitab, hingga mereka membayar jizyah (pajak) dengan patuh sedang mereka dalam keadaan tunduk.","Bangun dengan mereka yang tidak percaya pada Tuhan, atau pada hari itu, dan mereka tidak dilarang, dan mereka tidak dilarang mereka yang telah memberi Anda kerajaan",0.7196768,0.66616166,0.95346487
9,30,"Orang-orang Yahudi berkata, ""Uzayr itu putra Allah"" dan orang-orang Nasrani berkata, ""Al-Masih itu putra Allah"".  Demikian itulah ucapan mereka dengan mulut mereka, mereka meniru perkataan orang-orang kafir yang terdahulu.  Dilaknati Allah-lah mereka; bagaimana mereka sampai berpaling?","Dan orang-orang Yahudi berkata, ""Uzair putera Allah,"" dan orang-orang Nasrani berkata, ""Al-masih putra Allah."" Itulah ucapan yang keluar dari mulut mereka. Mereka meniru ucapan orang-orang kafir yang terdahulu. Allah melaknat mereka; bagaimana mereka sampai berpaling?",Dan Putra Anak Allah berkata: “Kristus dari Anak Anak Allah 😂 Itulah yang mereka katakan.” Pepatah tentang mereka yang tidak percaya sebelum ۚ Tuhan mengambil mereka ۚ Saya membantu,0.4521284,0.4596709,0.7751144
9,31,"Mereka menjadikan orang-orang alimnya, dan rahib-rahib mereka sebagai tuhan selain Allah dan (juga mereka mempertuhankan) Al Masih putra Maryam; padahal mereka hanya disuruh menyembah Tuhan Yang Maha Esa; tidak ada Tuhan (yang berhak disembah) selain Dia Maha suci Allah dari apa yang mereka persekutukan.","Mereka menjadikan orang-orang alim (Yahudi) dan rahib-rahibnya (Nasrani) sebagai tuhan selain Allah, dan (juga) Al-Masih putra Maryam; padahal mereka hanya disuruh menyembah Tuhan Yang Maha Esa; tidak ada tuhan selain Dia. Mahasuci Dia dari apa yang mereka persekutukan.",Mereka mengambil orang yang mereka cintai dan umat mereka adalah penguasa Allah dan Kristus Maryam tidak ada Tuhan tetapi Dia ۚ Kemuliaan bagi -Nya,0.6162981,0.5542443,0.87998825
9,32,"Mereka berkehendak memadamkan cahaya (agama) Allah dengan mulut (ucapan-ucapan) mereka, dan Allah tidak menghendaki selain menyempurnakan cahaya-Nya, walaupun orang-orang yang kafir tidak menyukai.","Mereka hendak memadamkan cahaya (agama) Allah dengan mulut (ucapan-ucapan) mereka, tetapi Allah menolaknya, malah berkehendak menyempurnakan cahaya-Nya, walaupun orang-orang kafir itu tidak menyukai.",Mereka ingin memadamkan cahaya Tuhan dengan pir mereka,0.47747734,0.5870705,0.8242379
9,33,"Dialah yang telah mengutus rasul-Nya (dengan membawa) petunjuk (Al-Qur`ān) dan agama yang benar untuk dimenangkan-Nya atas segala agama, walaupun orang-orang musyrik tidak menyukai.","Dialah yang telah mengutus Rasul-Nya dengan petunjuk (Alquran) dan agama yang benar untuk diunggulkan atas segala agama, walaupun orang-orang musyrik tidak menyukai.","Dia adalah orang yang mengirim utusannya dengan bimbingan dan hak kebenaran untuk muncul di semua agama, dan jika itu memalukan.",0.6820551,0.694031,0.9394278
9,34,"Hai orang-orang yang beriman, sesungguhnya sebagian besar dari orang-orang alim Yahudi dan rahib-rahib Nasrani benar-benar memakan harta orang dengan jalan batil dan mereka menghalang-halangi (manusia) dari jalan Allah.  Dan orang-orang yang menyimpan emas dan perak dan tidak menafkahkannya pada jalan Allah, maka beritahukanlah kepada mereka, (bahwa mereka akan mendapat) siksa yang pedih,","Wahai orang-orang yang beriman! Sesungguhnya banyak dari orang-orang alim dan rahib-rahib mereka benar-benar memakan harta orang dengan jalan yang batil, dan (mereka) menghalang-halangi (manusia) dari jalan Allah. Dan orang-orang yang menyimpan emas dan perak dan tidak menginfakkannya di jalan Allah, maka berikanlah kabar gembira kepada mereka, (bahwa mereka akan mendapat) azab yang pedih.","O, yang adalah orang yang percaya, untuk banyak pintu dan downs ۗ ۗ dan mereka yang memberikan emas dan premium",0.43311167,0.48695964,0.8051981
9,35,"pada hari dipanaskan emas perak itu dalam neraka jahanam, lalu dibakar dengannya dahi mereka, lambung dan punggung mereka; (lalu dikatakan) kepada mereka, ""Inilah harta bendamu yang kamu simpan untuk dirimu sendiri, maka rasakanlah sekarang (akibat dari) apa yang kamu simpan itu"".","(Ingatlah) Pada hari ketika emas dan perak di panaskan dalam neraka Jahanam, lalu dengan itu disetrika dahi, lambung dan punggung mereka (seraya dikatakan) kepada mereka, ""Inilah harta bendamu yang kamu simpan untuk dirimu sendiri, maka rasakanlah (akibat dari) apa yang kamu simpan itu.""","Suatu hari yang ada di atasnya dalam api neraka, dan dia akan dipaksa dengan dahi mereka dan selatan dan penampilan mereka.",0.47710156,0.50070167,0.89143825
9,36,"Sesungguhnya bilangan bulan pada sisi Allah ialah dua belas bulan, dalam ketetapan Allah di waktu Dia menciptakan langit dan bumi, di antaranya empat bulan haram.  Itulah (ketetapan) agama yang lurus, maka janganlah kamu menganiaya diri kamu dalam bulan yang empat itu, dan perangilah kaum musyrikin itu semuanya sebagaimana mereka pun memerangi kamu semuanya; dan ketahuilah bahwasanya Allah beserta orang-orang yang bertakwa.","Sesungguhnya jumlah bulan menurut Allah ialah dua belas bulan, (sebagimana) dalam ketetapan Allah pada waktu Dia menciptakan langit dan bumi, di antaranya ada empat bulan haram. Itulah (ketetapan) agama yang lurus, maka janganlah kamu menzalimi dirimu dalam (bulan yang empat) itu, dan perangilah kaum musyrikin semuanya sebagaimana mereka pun memerangi kamu semuanya. Dan ketahuilah bahwa Allah beserta orang-orang yang takwa.","Jumlah yang paling terkenal untuk Allah adalah dua puluh bulan di hati Allah agama adalah valid ۚ jadi jangan menindas diri mereka sendiri ۚ dan Anda akan terjebak di dalamnya, juga orang benar yang benar",0.5129361,0.5480486,0.93742627
9,37,"Sesungguhnya mengundur-undurkan bulan haram itu adalah menambah kekafiran, disesatkan orang-orang yang kafir dengan mengundur-undurkan itu, mereka menghalalkannya pada suatu tahun dan mengharamkannya pada tahun yang lain, agar mereka dapat mensesuaikan dengan bilangan yang Allah mengharamkannya, maka mereka menghalalkan apa yang diharamkan Allah.  (Setan) menjadikan mereka memandang baik perbuatan mereka yang buruk itu.  Dan Allah tidak memberi petunjuk kepada orang-orang yang kafir.","Sesungguhnya pengunduran (bulan haram) itu hanya menambah kekafiran. Orang-orang kafir disesatkan dengan (pengunduran) itu, mereka menghalalkannya satu tahun dan mengharamkannya pada tahun yang lain, agar mereka dapat menyesuaikan dengan bilangan yang diharamkan Allah, sekaligus mereka menghalalkan apa yang diharamkan Allah. (Oleh Setan) dijadikan terasa indah bagi mereka perbuatan-perbuatan buruk mereka. Dan Allah tidak memberi petunjuk kepada orang-orang yang kafir.",Tetapi kelupaan adalah peningkatan ketidakpercayaan. Jadi mereka akan dilarang oleh Tuhan ۚ zain untuk mereka adalah sama,0.31548434,0.33892226,0.87905514
9,38,"Hai orang-orang yang beriman, apakah sebabnya apabila dikatakan kepada kamu, ""Berangkatlah (untuk berperang) pada jalan Allah"",  kamu merasa berat dan ingin tinggal di tempatmu?  Apakah kamu puas dengan kehidupan di dunia sebagai ganti kehidupan di akhirat?  Padahal kenikmatan hidup di dunia ini (dibandingkan dengan kehidupan) diakhirat hanyalah sedikit.","Wahai orang-orang yang beriman! Mengapa apabila dikatakan kepada kamu, ""Berangkatlah (untuk berperang) di jalan Allah,"" kamu merasa berat dan ingin tinggal di tempatmu? Apakah kamu lebih menyenangi kehidupan dunia daripada kehidupan akhirat? Padahal kenikmatan hidup di dunia ini (dibandingkan dengan kehidupan) di akhirat hanyalah sedikit.","O Anda yang percaya, apa yang Anda miliki, jika dikatakan kepada Anda, Anda berada di jalan Tuhan lakhra ۚ jadi apa kehidupan dunia dengan cara ini",0.5698991,0.57529134,0.9533863
9,39,"Jika kamu tidak berangkat untuk berperang, niscaya Allah menyiksa kamu dengan siksa yang pedih dan digantinya (kamu) dengan kaum yang lain, dan kamu tidak akan dapat memberi kemudaratan kepada-Nya sedikit pun.  Allah Maha Kuasa atas segala sesuatu.","Jika kamu tidak berangkat (untuk berperang), niscaya Allah akan menghukum kamu dengan azab yang pedih dan menggantikan kamu dengan kaum yang lain, dan kamu tidak akan merugikan-Nya sedikit pun. Dan Allah Mahakuasa atas segala sesuatu.","Kalau tidak, mereka akan menyiksa Anda dengan siksaan yang menyakitkan, dan itu akan menggantikan orang dengan orang lain, dan tidak menyakitinya sesuatu",0.4540304,0.39766514,0.82763064
9,40,"Jikalau kamu tidak menolongnya (Muhammad), maka sesungguhnya Allah telah menolongnya, (yaitu) ketika orang-orang kafir (musyrikin Mekah) mengeluarkannya (dari Mekah) sedang dia salah seorang dari dua orang ketika keduanya berada dalam gua, di waktu dia berkata kepada temannya, ""Janganlah kamu berduka cita, sesungguhnya Allah beserta kita"".  Maka Allah menurunkan ketenangan-Nya kepada (Muhammad) dan membantunya dengan tentara yang kamu tidak melihatnya, dan Allah menjadikan seruan orang-orang kafir itulah yang rendah.  Dan kalimat Allah itulah yang tinggi.  Allah Maha Perkasa lagi Maha Bijaksana.","Jika kamu tidak menolongnya (Muhammad), sesungguhnya Allah telah menolongnya (yaitu) ketika orang-orang kafir mengusirnya (dari Mekkah); sedang dia salah seorang dari dua orang ketika keduanya berada dalam gua, ketika itu dia berkata kepada sahabatnya, ""Janganlah engkau bersedih, sesungguhnya Allah bersama kita."" Maka Allah menurunkan ketenangan kepadanya (Muhammad) dan membantu dengan bala tentara (malaikat-malaikat) yang tidak terlihat olehmu, dan Dia menjadikan seruan orang-orang kafir itu rendah. Dan firman Allah itulah yang tinggi. Allah Mahaperkasa, Mahabijaksana.","Kalau tidak, ia akan menang, dan Tuhan telah mengangkatnya, ketika mereka yang tidak percaya diri adalah detik. Karena Tuhan ada bersama kita, “Jadi Tuhan mengungkapkan kepadanya dan mendukungnya dengan tentara, dan kamu tidak melihat mereka, dan membuat firman orang -orang yang tidak percaya.” Itu tinggi",0.45119658,0.48362058,0.84503305
9,41,"Berangkatlah kamu baik dalam keadaan merasa ringan atau pun berat, dan berjihadlah dengan harta dan dirimu di jalan Allah.  Yang demikian itu adalah lebih baik bagimu, jika kamu mengetahui.","Berangkatlah kamu baik dengan rasa ringan maupun dengan rasa berat, dan berjihadlah dengan harta dan jiwamu di jalan Allah. Yang demikian itu adalah lebih baik bagimu jika kamu mengetahui.","Kesulitan dalam cahaya dan rasa percaya, dan membimbing Anda dengan Anda",0.4549674,0.48443815,0.9494443
9,42,"Kalau yang kamu serukan kepada mereka itu keuntungan yang mudah diperoleh dan perjalanan yang tidak berapa jauh, pastilah mereka mengikutimu, tetapi tempat yang dituju itu amat jauh terasa oleh mereka.  Mereka akan bersumpah dengan (nama) Allah, ""Jikalau kami sanggup tentulah kami berangkat bersama-samamu"".  Mereka membinasakan diri mereka sendiri dan Allah mengetahui bahwa sesungguhnya mereka benar-benar orang-orang yang berdusta.","Sekiranya (yang kamu serukan kepada mereka) ada keuntungan yang mudah diperoleh dan perjalanan yang tidak seberapa jauh, niscaya mereka mengikutimu, tetapi tempat yang dituju itu terasa sangat jauh bagi mereka. Mereka akan bersumpah dengan (nama) Allah, ""Jikalau kami sanggup niscaya kami berangkat bersamamu."" Mereka membinasakan diri sendiri dan Allah mengetahui bahwa mereka benar-benar orang-orang yang berdusta.","Jika itu dekat dan bepergian, saya akan mengikuti Anda, tetapi itu adalah setelah mereka kesulitan ۚ dan mereka akan diberkati dengan Anda, mereka akan menjadi jiwa mereka, dan Tuhan tahu bahwa mereka berbohong",0.6740821,0.6616157,0.91756165
9,43,"Semoga Allah memaafkanmu.  Mengapa kamu memberi izin kepada mereka (untuk tidak pergi berperang), sebelum jelas bagimu orang-orang yang benar (dalam keuzurannya) dan sebelum kamu ketahui orang-orang yang berdusta?","Allah memaafkanmu (Muhammad). Mengapa engkau memberi izin kepada mereka (untuk tidak pergi berperang), sebelum jelas bagimu orang-orang yang benar-benar (berhalangan) dan sebelum engkau mengetahui orang-orang yang berdusta?","Maafkan Tuhan untuk Anda, mengapa Anda memberikan izin kepada mereka sampai Anda menunjukkan kepada Anda orang -orang yang percaya kepada Anda dan tahu bahwa Anda berbohong",0.7038535,0.6672157,0.9449147
9,44,"Orang-orang yang beriman kepada Allah dan hari kemudian, tidak akan meminta izin kepadamu untuk tidak ikut berjihad dengan harta dan diri mereka.  Dan Allah mengetahui orang-orang yang bertakwa.","Orang-orang yang beriman kepada Allah dan hari kemudian, tidak akan meminta izin (tidak ikut) kepadamu untuk berjihad dengan harta dan jiwa mereka. Allah mengetahui orang-orang yang bertakwa.",Anda tidak mencari Anda yang percaya pada Tuhan dan hari Anda keras,0.53580904,0.5273817,0.97610354
9,45,"Sesungguhnya yang akan meminta izin kepadamu, hanyalah orang-orang yang tidak beriman kepada Allah dan hari kemudian, dan hati mereka ragu-ragu, karena itu mereka selalu bimbang dalam keraguannya.","Sesungguhnya yang akan meminta izin kepadamu (Muhammad), hanyalah orang-orang yang tidak beriman kepada Allah dan hari kemudian, dan hati mereka ragu, karena itu mereka selalu bimbang dalam keraguan.","Melainkan, mereka yang tidak percaya pada Tuhan dan hari itu baik",0.55678606,0.5685745,0.97365755
9,46,"Dan jika mereka mau berangkat, tentulah mereka menyiapkan persiapan untuk keberangkatan itu, tetapi Allah tidak menyukai keberangkatan mereka, maka Allah melemahkan keinginan mereka dan dikatakan kepada mereka, ""Tinggallah kamu bersama orang-orang yang tinggal itu"".","Dan jika mereka mau berangkat, niscaya mereka menyiapkan persiapan untuk keberangkatan itu, tetapi Allah tidak menyukai keberangkatan mereka, maka Dia melemahkan keinginan mereka, dan dikatakan (kepada mereka), ""Tinggallah kamu bersama orang-orang yang tinggal.""","۞ Dan jika mereka ingin pergi ke orang tua, mereka tidak akan menjadi sejumlah orang, tetapi kebencian akan Tuhan, dengan mereka, akan bingung, dan mereka terikat dengan mereka, dan mereka berkata:",0.59310615,0.6156879,0.94927585
9,47,"Jika mereka berangkat bersama-sama kamu, niscaya mereka tidak menambah kamu selain dari kerusakan belaka, dan tentu mereka akan bergegas-gegas maju ke muka di celah-celah barisanmu, untuk mengadakan kekacauan di antaramu; sedang di antara kamu ada orang-orang yang amat suka mendengarkan perkataan mereka.  Dan Allah mengetahui orang-orang yang zalim.","Jika (mereka berangkat bersamamu), niscaya mereka tidak akan menambah (kekuatan)mu, malah hanya akan membuat kekacauan, dan mereka tentu bergegas maju ke depan di celah-celah barisanmu untuk mengadakan kekacauan (di barisanmu); sedang di antara kamu ada orang-orang yang sangat suka mendengarkan (perkataan) mereka. Allah mengetahui orang-orang yang zalim.","Jika mereka keluar dari Anda, mereka tidak akan meningkatkan Anda kecuali untuk fabrikasi, dan mereka akan diberkati dengan Anda",0.4271636,0.34588516,0.8651802
9,48,"Sesungguhnya dari dahulu pun mereka telah mencari-cari kekacauan dan mereka mengatur pelbagai macam tipu daya untuk (merusakkan)mu, hingga datanglah kebenaran (pertolongan Allah) dan menanglah agama Allah, padahal mereka tidak menyukainya.","Sesungguhnya, sebelum itu mereka memang sudah berusaha membuat kekacauan dan mengatur berbagai macam tipu daya bagimu (memutarbalikkan persoalan), hingga datanglah kebenaran (pertolongan Allah), dan menanglah urusan (agama) Allah, padahal mereka tidak menyukainya.","Mereka telah tergoda oleh final dari sebelumnya, dan mereka menoleh ke Anda untuk masalah sampai kebenaran muncul",0.6511562,0.6980219,0.92386866
9,49,"Di antara mereka ada orang yang berkata, ""Berilah saya izin (tidak pergi berperang) dan janganlah kamu menjadikan saya terjerumus dalam fitnah"".  Ketahuilah, bahwa mereka telah terjerumus ke dalam fitnah. Dan sesungguhnya Jahanam itu benar-benar meliputi orang-orang yang kafir.","Dan di antara mereka ada orang yang berkata, ""Berilah aku izin (tidak pergi berperang) dan janganlah engkau (Muhammad) menjadikan aku terjerumus ke dalam fitnah."" Ketahuilah, bahwa mereka telah terjerumus ke dalam fitnah. Dan sungguh, Jahanam meliputi orang-orang yang kafir.",Dan beberapa dari mereka berkata kemudian kepada saya dan tidak membuat ۚ kecuali di falniyah mereka telah jatuh,0.46220094,0.5060785,0.9809381
9,50,"Jika kamu mendapat suatu kebaikan, mereka menjadi tidak senang karenanya; dan jika kamu ditimpa oleh sesuatu bencana, mereka berkata, ""Sesungguhnya kami sebelumnya telah memperhatikan urusan kami (tidak pergi perang)"", dan mereka berpaling dengan rasa gembira.","Jika engkau (Muhammad) mendapat kebaikan, mereka tidak senang; tetapi jika engkau ditimpa bencana, mereka berkata, ""Sungguh, sejak semula kami telah berhati-hati (tidak pergi berperang),"" dan mereka berpaling dengan (perasaan) gembira.","Jika Anda menjadi baik, Anda akan membayar Anda dengan baik",0.42114097,0.42974854,0.83978844
9,51,"Katakanlah, ""Sekali-kali tidak akan menimpa kami melainkan apa yang telah ditetapkan oleh Allah bagi kami.  Dia-lah pelindung kami, dan hanyalah kepada Allah orang-orang yang beriman harus bertawakal"".","Katakanlah (Muhammad), ""Tidak akan menimpa kami melainkan apa yang telah ditetapkan Allah bagi kami. Dialah Pelindung kami, dan hanya kepada Allah bertawakallah orang-orang yang beriman.""","Katakan: Dia tidak akan memberi kita kecuali apa yang ditulis Tuhan untuk kita, Dia adalah uang kita.",0.44141057,0.48814464,0.86078125
9,52,"Katakanlah, ""tidak ada yang kamu tunggu-tunggu bagi kami, kecuali salah satu dari dua kebaikan.  Dan Kami menunggu-nunggu bagi kamu bahwa Allah akan menimpakan kepadamu azab (yang besar) dari sisi-Nya, atau (azab) dengan tangan kami.  Sebab itu tunggulah, sesungguhnya kami menunggu-nunggu bersamamu"".","Katakanlah (Muhammad), ""Tidak ada yang kamu tunggu-tunggu bagi kami, kecuali salah satu dari dua kebaikan (menang atau mati syahid). Dan kami menunggu-nunggu bagi kamu bahwa Allah akan menimpakan azab kepadamu dari sisi-Nya, atau (azab) melalui tangan kami. Maka tunggulah, sesungguhnya kami menunggu (pula) bersamamu.""","Katakan: Apakah Anda menyerah dengan kami, kecuali salah satu dari dua barang, dan kami menunggu Anda bahwa Tuhan akan menderita dari Anda sehingga mereka memiliki otoritas Anda",0.48917168,0.48276904,0.9577334
9,53,"Katakanlah, ""Nafkahkanlah hartamu, baik dengan sukarela ataupun dengan terpaksa, namun nafkah itu sekali-kali tidak akan diterima dari kamu.  Sesungguhnya kamu adalah orang-orang yang fasik"".","Katakanlah (Muhammad), ""Infakkanlah hartamu baik dengan sukarela maupun dengan terpaksa, namun (infakmu) tidak akan diterima. Sesungguhnya kamu sekalian adalah orang-orang yang fasik.""","Katakanlah, habiskan secara sukarela atau kebencian, dan Anda tidak akan diterima",0.48696947,0.51759243,0.90918624
9,54,"Dan tidak ada yang menghalangi mereka untuk diterima dari mereka nafkah-nafkahnya melainkan karena mereka kafir kepada Allah dan rasul-Nya; dan mereka tidak mengerjakan salat, melainkan dengan malas, dan tidak (pula) menafkahkan (harta) mereka, melainkan dengan rasa enggan.","Dan yang menghalang-halangi infak mereka untuk diterima adalah karena mereka kafir (ingkar) kepada Allah dan Rasul-Nya dan mereka tidak melaksanakan salat, melainkan dengan malas dan tidak (pula) menginfakkan (harta) mereka, melainkan dengan rasa enggan (terpaksa).","Dan apa yang mencegah mereka diterima dari mereka adalah kesuksesan mereka, kecuali bahwa mereka tidak percaya pada Tuhan dan utusannya",0.5605675,0.584591,0.82108897
9,55,"Maka janganlah harta benda dan anak-anak mereka menarik hatimu.  Sesungguhnya Allah menghendaki dengan (memberi) harta benda dan anak-anak itu untuk menyiksa mereka dalam kehidupan di dunia dan kelak akan melayang nyawa mereka, sedang mereka dalam keadaan kafir.",Maka janganlah harta dan anak-anak mereka membuatmu kagum. Sesungguhnya maksud Allah dengan itu adalah untuk menyiksa mereka dalam kehidupan dunia dan kelak akan mati dalam keadaan kafir.,"Jangan mengagumi Anda dengan urusan mereka, dan mereka bukan mandat mereka ۚ Dia hanya ingin Tuhan menyiksa mereka dengan mereka dalam kehidupan kehidupan dunia",0.5915121,0.644896,0.83159065
9,56,"Dan mereka (orang-orang munafik) bersumpah dengan (nama) Allah bahwa sesungguhnya mereka termasuk golonganmu; padahal mereka bukanlah dari golonganmu, akan tetapi mereka adalah orang-orang yang sangat takut (kepadamu).","Dan mereka (orang-orang munafik) bersumpah dengan (nama) Allah, bahwa sesungguhnya mereka termasuk golonganmu; namun mereka bukanlah dari golonganmu, tetapi mereka adalah orang-orang yang sangat takut (kepadamu).","Dan mereka diselesaikan oleh Tuhan, karena mereka adalah untuk Anda, dan apa mereka dari Anda, dan mereka adalah orang -orang yang terpisah",0.49663872,0.49887994,0.9969313
9,57,"Jikalau mereka memperoleh tempat perlindungan atau gua-gua atau lubang-lubang (dalam tanah), niscaya mereka pergi kepadanya dengan secepat-cepatnya.","Sekiranya mereka memperoleh tempat perlindungan, gua-gua atau lubang-lubang (dalam tanah) niscaya mereka pergi (lari) ke sana dengan secepat-cepatnya.","Jika mereka menemukannya, mereka, atau tambang, atau entri untuk itu, dan mereka sudah berakhir.",0.34582132,0.34528893,0.9032507
9,58,"Dan di antara mereka, ada orang yang mencelamu tentang (pembagian) zakat; jika mereka diberi sebagian darinya, mereka bersenang hati, dan jika mereka tidak diberi sebagian darinya, dengan serta merta mereka menjadi marah.","Dan di antara mereka ada yang mencelamu tentang (pembagian) sedekah (zakat); jika mereka diberi bagian, mereka bersenang hati, dan jika mereka tidak diberi bagian, tiba-tiba mereka marah.","Dan beberapa dari mereka yang diberkati dengan Anda dalam yang jujur, jika mereka diberikan dari mereka, mereka senang",0.6669799,0.5799067,0.85082626
9,59,"Jikalau mereka sungguh-sungguh rida dengan apa yang diberikan Allah dan rasul-Nya kepada mereka, dan berkata, ""Cukuplah Allah bagi kami, Allah akan memberikan kepada kami sebagian dari karunia-Nya dan demikian (pula) rasul-Nya, sesungguhnya kami adalah orang-orang yang berharap kepada Allah,"" (tentulah yang demikian itu lebih baik bagi mereka).","Dan Sekiranya mereka benar-benar rida dengan apa yang diberikan kepada mereka oleh Allah dan Rasul-Nya, dan berkata, ""Cukuplah Allah bagi kami, Allah dan Rasul-Nya akan memberikan kepada kami sebagian dari karunia-Nya. Sesungguhnya kami orang-orang yang berharap kepada Allah.""","Dan jika mereka puas dengan apa yang Tuhan dan utusan -Nya telah berikan kepada mereka, dan mereka berkata: “Kita akan memberi kita Tuhan, dan Tuhan memberkati kita, dan utusan Allah, dan utusan Allah.",0.74068445,0.7413713,0.8982006
